asset_id,asset_type,site_name,state,county,latitude,longitude,geometry_precision,primary_material,critical_materials,dominant_raws_profile,asset_status,rank_score,presence_count,production_present_flag,resources_present_flag,total_reported_direct_emissions_mtco2e,iron_and_steel_production_emissions_mtco2e,reporting_year,source_dataset,source_detail,mineral_system,deposit_type,focus_area,production_text,resources_text,source_summary,source_link,ghgrp_facility_id,ghgrp_frs_id,ghgrp_address,ghgrp_primary_naics_code,ghgrp_subparts,ghgrp_sector
ore-245,ore_site,Unnamed manganese site 245,NV,,40.94325,-117.42904,point,manganese,"manganese, tungsten",Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Lacustrine evaporite,Residual brine,Golconda mining district,"Production (1893-1945): 610 metric tons W. Production of Fe, Mn, and SiO2 in 1893.",Unknown.,Karl and others (2020); Stager and Tingley (1988),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-496,ore_site,Unnamed manganese site 496,NV,,37.90107,-114.4739,point,manganese,"manganese, zinc",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Climax-type,Polymetallic sulfide S-R-V-IS,Marysvale-Pioche belt,"Pioche district production (1905-1958): 810,366 oz Au, 17,956,492 oz Ag, 6,254,900 lbs Cu, 317,007,800 lbs Pb, 640,224,100 lbs Zn, and 711,400 tons Mn ore. Prince mine production (through 1976): 5,227,587 short tons ore @3.7% Pb, 8.6% Zn, and 4.5 oz/short ton Ag.","Pioche district reserve (1958): Casselton type ore: 2,642,830 metric tons ore @0.046 oz/t Au, 5.32 oz/ton Ag, 4.81% Pb, and 11.82% Zn; Pan American type ore: 149,629 metric tons ore @0.028 oz/t Au, 1.64 oz/t Ag, 1.39% Pb, 2.66% Zn, and 9.7% Mn. Prince mine reserve: 0.2-0.3 million short tons ore @2.2% Pb, 3.0% Zn, and 2.6 oz/t Ag; Virginia Louise mine reserve (1936): 494,000 short tons ore @2.5% Pb, 2.6% Zn, and 2.5 oz/ton Ag.",MRDS (2005); Long (1992),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008111,,,,,,
ore-612,ore_site,Unnamed manganese site 612,NV,,36.09139,-114.91277,point,manganese,manganese,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Marine chemocline,Iron-manganese,Three Kids district,"Production (1917-1961): 2,225,000 tons of ore mined and treated, with 15-40% Mn. Total production from the district exceeded 1,000,000 tons of manganese ore.","Resource: 7,230,000 metric tons ore, grading 13.2% Mn for 954,000 metric tons of contained Mn.",MRDS (2005); Dicken and others (2022),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10037203,,,,,,
ore-524,ore_site,Unnamed rhenium site 524,NV,,39.26262,-114.99346,point,rhenium,rhenium,Ore Site,Recent producer+CM resources,4,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,Porphyry/skarn copper,Ely (Robinson District),"Production (Robinson mine; 1908-2015): 3,336,254 troy oz Au, 10,451,175 troy oz Ag, 7,544,033,000 lbs Cu, and 10,182,000 lbs Mo.","Resource (Ely; 2017): 754,000,000 metric tons ore @0.613% Cu, 0.01% Mo, 0.27 g/t Au, and 0.27 g/t Re.",Burger and Long (2018),https://doi.org/10.5066/F7KP81F2,,,,,,
ore-371,ore_site,Unnamed tin site 371,NV,,40.68322,-118.53432,point,tin,tin,Ore Site,CM-past producer,1,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Sn (granite-related),Porphyry/skarn,Trinity Range-Kamma Mountains,"Production (1906-1951): 1,100 short tons (1,000 t) Cu, 184,000 troy oz (5.7 t) Ag, 440 short tons (400 t) Pb, <5,253 troy oz (0.16 t) Au, minor Zn, and approximately 10 to 15 short tons (9.1–13.6 t) Sn.",Unknown. Current (2023) exploration target for copper.,MRDS (2005); Vikre and others (2023),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10042468,,,,,,
ore-206,ore_site,Unnamed tungsten site 206,NV,,37.64128,-115.63114,point,tungsten,tungsten,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,S-R-V tungsten,Southern Nevada Tungsten,"Production (1938-1982): 500,000 stu WO3.",Unknown.,Karl and others (2020),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-253,ore_site,Unnamed tungsten site 253,NV,,41.13643,-117.27606,point,tungsten,tungsten,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,S-R-V tungsten,Northern Nevada tungsten skarns,"Production (1942-1957): 149,100 stu WO3.","Resource (1943): 100,000 tons @0.4% WO3.",Karl and others (2020),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-300,ore_site,Unnamed tungsten site 300,NV,,41.62551,-114.2448,point,tungsten,tungsten,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,S-R-V tungsten,Indian Springs and Delano mining districts,"Production (1970-1975): 12,500 tons ore @0.25% WO3.","Indicated resource (2007): 10,800,000 short tons @0.17% WO3. Inferred resource (2007): 8,200,000 short tons @0.17% WO3.",Karl and others (2020); More and Stryhas (2007),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-367,ore_site,Unnamed tungsten site 367,NV,,40.03379,-119.26441,point,tungsten,tungsten,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,S-R-V tungsten,Northern Nevada tungsten skarns,"Production (1917-1961): 32,300 stu WO3.",Unknown.,Karl and others (2020),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-382,ore_site,Unnamed tungsten site 382,NV,,41.15612,-117.29726,point,tungsten,tungsten,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,S-R-V tungsten,Northern Nevada tungsten skarns,"Production (1955-1956): 100,000 stu WO3.",Unknown.,Karl and others (2020),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-424,ore_site,Unnamed tungsten site 424,NV,,39.2453,-115.5515,point,tungsten,tungsten,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,S-R-V tungsten,Central Nevada tungsten skarns,Production (1954): 434 tons ore @0.447% WO3.,"Ore reserve (2014): 4,200,000 tons ore @0.6% Cu and 0.37% Mo; 6,200,000 tons ore @0.37% WO3.",Karl and others (2020),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-429,ore_site,Unnamed tungsten site 429,NV,,39.01455,-118.32345,point,tungsten,tungsten,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,S-R-V tungsten,Central Nevada tungsten skarns,"Production (1935-1982): 310,000 stu WO3.",Unknown.,Karl and others (2020),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-435,ore_site,Unnamed tungsten site 435,NV,,40.00975,-119.22758,point,tungsten,tungsten,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,S-R-V tungsten,Northern Nevada tungsten skarns,"Production (1918-1971): 40,044 stu WO3.",Unknown.,Karl and others (2020),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-458,ore_site,Unnamed tungsten site 458,NV,,41.14669,-117.26128,point,tungsten,tungsten,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,S-R-V tungsten,Northern Nevada tungsten skarns,"Production (1951-1956): 150,000 stu WO3.","Resource (1943): 40,000 tons ore @0.5% WO3.",Karl and others (2020),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-481,ore_site,Unnamed tungsten site 481,NV,,38.37915,-117.87082,point,tungsten,"tungsten, zinc",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,S-R-V tungsten,Central Nevada tungsten skarns,Production (1941-1957): 500 stu WO3.,"Indicated + Inferred resource (2018): 10,700,000 tonnes ore @0.26% WO3, 0.38% Zn, 0.15% Cu, and 19.38 g/tonne Ag.",Karl and others (2020),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-482,ore_site,Unnamed tungsten site 482,NV,,38.3933,-117.8872,point,tungsten,tungsten,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,S-R-V tungsten,Central Nevada tungsten skarns,Production (1941-1953): 215 stu WO3.,"Inferred resource (2018): 1,830,000 tonnes ore @0.36% WO3.",Karl and others (2020),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-483,ore_site,Unnamed tungsten site 483,NV,,38.3864,-117.8905,point,tungsten,tungsten,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,S-R-V tungsten,Central Nevada tungsten skarns,"Production (1925-1956): 23,000 stu WO3.",Unknown.,Karl and others (2020),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-523,ore_site,Unnamed tungsten site 523,NV,,41.18909,-117.25071,point,tungsten,tungsten,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,S-R-V tungsten,Northern Nevada tungsten skarns,"Production (Riley mine; 1943-1957): 337,000 short tons WO3; (Riley Extension mine; 1951-1957): 70,000 short tons WO3.","Resource (1943): 15,000 tons @0.6% WO3.",Karl and others (2020),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-550,ore_site,Unnamed tungsten site 550,NV,,38.79425,-114.35381,point,tungsten,tungsten,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,S-R-V tungsten,Shoshone Mining District,"Production (1916-1956): 107,860 stu WO3.","Inferred reserve (1943): 17,000 tons @0.7% WO3. Measured reserve (1943): 1,200 tons @0.75% WO3. Indicated reserve (1943): 6,200 tons ore @0.74% WO3.",Karl and others (2020),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-570,ore_site,Unnamed tungsten site 570,NV,,38.31691,-118.19709,point,tungsten,tungsten,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,S-R-V tungsten,Central Nevada tungsten skarns,"Production (1916-1972): 65,000 stu WO3.",Unknown.,Karl and others (2020),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-587,ore_site,Unnamed tungsten site 587,NV,,40.77807,-118.13429,point,tungsten,tungsten,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,S-R-V tungsten,Northern Nevada tungsten skarns,"Production (1914-1982): 3,174,253 tons ore @0.571% WO3.","Inferred resource (2013): 1,616,000 tons ore @0.459% WO3. Indicated resource (2013): 355,000 tons @0.537% WO3.",Karl and others (2020),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-591,ore_site,Unnamed tungsten site 591,NV,,40.0135,-119.11238,point,tungsten,tungsten,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,S-R-V tungsten,Star Tungsten Mine,"Production (1941, 1952-56, 1972); 11,659 units of WO3; 10,580 metric tons of ore at 1.0% WO3.",Unknown.,MRDS (2005); Dicken and others (2022),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10111431,,,,,,
ore-647,ore_site,Unnamed tungsten site 647,NV,,41.15104,-117.26177,point,tungsten,tungsten,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,S-R-V tungsten,Northern Nevada tungsten skarns,"Production (1942-1956): 37,680 stu WO3.",Unknown.,Karl and others (2020),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-653,ore_site,Unnamed tungsten site 653,NV,,38.97532,-117.91545,point,tungsten,tungsten,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,S-R-V tungsten,Central Nevada tungsten skarns,"Production (1951-1963): 101,100 stu WO3.",Unknown.,Karl and others (2020),https://doi.org/10.5066/P97NJLI4,,,,,,
ore-132,ore_site,Unnamed vanadium site 132,NV,,40.61686,-116.11806,point,vanadium,vanadium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Marine chemocline,Black shale,Gibellini and Carlin Vanadium,None.,"Total Measured, Indicated, and Inferred resources (2019): 28,875,690 @0.594% V2O5 at a cutoff of 0.3% V2O5.",Stryhas and others (2019),,,,,,,
ore-238,ore_site,Unnamed vanadium site 238,NV,,39.20937,-116.09646,point,vanadium,vanadium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Marine chemocline,Black shale,Gibellini and Carlin Vanadium,None.,"Inferred resource (2018): 14,970,000 tons @0.175% V2O5. Measured + Indicated resources (2018): 22,950,000 tons @0.286 V2O5. Total resources: 41,231,546 metric tons @0.248% V2O5.",MRDS (2005); Hanson and others (2018),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10044700,,,,,,
ore-58,ore_site,Unnamed vanadium site 58,NV,,39.08437,-116.14784,point,vanadium,vanadium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Marine chemocline,Black shale,Gibellini and Carlin Vanadium,None.,"Indicated resources (2016): 11,879,590 tons @0.39% V2O5; Inferred resources (2016): 7,048,056 tons @0.42% V2O5.",MRDS (2005); Ullmer and Bentzen (2016),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10045877,,,,,,
ore-353,ore_site,Unnamed zinc site 353,NV,,39.61251,-116.26245,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Basin brine path,Zinc-lead (MVT and sedex),Lone Mountain district,"Mountain View (Lone Mountain) mine (1964): ~5 million lbs Zn, 650,000 lbs Pb, 4,000 lbs Ag, and 600 lbs Cu. The Mountain View mine is located on the patented mining claim that forms part of the Lone Mountain Project.","Total Inferred resources (2018): 3,257,000 metric tons @7.57% Zn and 0.70% Pb at cutoff grade of 2% Zn.",Ling and others (2019),,,,,,,
ore-417,ore_site,Unnamed zinc site 417,NV,,39.78742,-116.15897,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Climax-type,Porphyry molybdenum,Mount Hope,"Production (1870-1970): Small scale underground mining for zinc, copper, silver. Recent focus on Mo potential.","Resource (1946): ~176,000 metric tons ore @9.9% Zn. Resources (1970): 290,000 metric tons @6% Zn. Proven and Probable Reserve (2014): 985 Mt at 0.07% MoS2; Measured and Indicated resource: 65 Mt at 0.033% MoS2.",MRDS (2005); Matson (1946); Huss and others (2014),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10044732,,,,,,
ore-463,ore_site,Unnamed zinc site 463,NV,,37.89024,-114.61334,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Cu-Mo-Au,Polymetallic sulfide S-R-V-IS,Marysvale-Pioche belt,"Total recorded production Comet district mines (1913-1952): 2.03 million lbs Pb, 2.4 million lbs Zn, 75,000 lbs Cu, 233,447 oz Ag, and 1,500 oz Au. Production Pan American mine (1951-1978) 2,081,786 metric tonnes ore @4 g/t Ag, 1.06 % Pb, 2.42 % Zn, and 9.4 % Mn, and a small amount Au.","Reserves (1967): Proven reserves: 1.3 million short tons @1.84oz/t Ag, 1.38% Pb, and 2.36% Zn; Probable reserves: 0.3 million short tons ore @2.15 oz/t Ag, 1.38% Pb, and 2.36% Zn; Possible reserves: 1.2 million short tons @1.9 oz/t Ag, 1.3% Pb, and 2.7% Zn.",MRDS (2005); Long (1992),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10310403,,,,,,
ore-625,ore_site,Unnamed zinc site 625,NV,,40.28628,-118.54709,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Porphyry Sn (granite-related),Polymetallic sulfide S-R-V-IS,Trinity Range-Kamma Mountains,"Production (1987): 453,000 metric tons ore @148.237 g/metric ton Ag.","Inferred resources (2013): 19.79 million metric tons @0.354% Zn, 0.217% Pb, and 1.070 opt Ag (at a 0.8 AgEq opt cutoff).",MRDS (2005); Renaissance Gold (2013),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10042483,,,,,,
ore-493,ore_site,Unnamed REE site 493,NY,,43.58504,-75.34116,point,REE,"REE, titanium, zirconium",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,IOA-IOCG,Iron oxide apatite,Port Leyden mine area,None.,"Resource (Port Leyden area; 1976): 2,400,000,000 tons of sand @1.3% ilmenite, 0.0036% rutile, and 0.1% zircon.",Force and others (1976),,,,,,,
ore-545,ore_site,Unnamed REE site 545,NY,,44.05081,-74.05511,point,REE,"REE, titanium, vanadium",Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,IOA-IOCG,Iron oxide apatite,Sanford Lake-Tahawas Mining District,Production of titanium and iron.,"Indicated reserve (1942): 4,200,000 short tons ore @0.24% V. Measured reserve (1942): 16,500,000 short tons @0.22% V. Resource (2002): 31,000,000 tons ilmenite. Mineville district dump tailings are estimated to contain 800,000 short tons of apatite in mine waste that could contain about 104,000 short tons of total REO.",MRDS (2005); Staatz and others (1980),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10082226,,,,,,
ore-143,ore_site,Unnamed graphite site 143,NY,,43.53773,-73.48084,point,graphite,graphite,Ore Site,CM resources,3,1,0,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Metamorphic,Graphite (coal or carbonaceous sed),Glens Falls Graphite Areas,Unknown.,Area contains 10 to 13 million tons of graphite schist.,MRDS (2005); Dicken and others (2022),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10081464,,,,,,
ore-572,ore_site,Unnamed graphite site 572,NY,,43.54125,-73.48899,point,graphite,graphite,Ore Site,CM resources,3,1,0,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Metamorphic,Graphite (coal or carbonaceous sed),Glens Falls Graphite Areas,Unknown.,Area contains 10 to 13 million tons of graphite schist.,MRDS (2005); Dicken and others (2022),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10247786,,,,,,
ore-308,ore_site,Unnamed titanium site 308,NY,,44.0833,-74.04955,point,titanium,titanium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Mafic magmatic,Iron-titanium oxide,Sanford Lake-Tahawas Mining District,None.,Resource: estimated reserve are 12 million short tons of titaniferous material with 2.3 million short tons TiO2.,MRDS (2005),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10067872,,,,,,
ore-368,ore_site,Unnamed titanium site 368,NY,,44.05108,-74.05035,point,titanium,titanium,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Mafic magmatic,Iron-titanium oxide,Sanford Lake-Tahawas Mining District,"Production (1971-1979): 11,319,000 metric tons titaniferous magnetite ore; recoveries were 41.1% for magnetite concentrate and 51.8% for ilmenite concentrate.",Unknown.,MRDS (2005),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10150830,,,,,,
ore-200,ore_site,Unnamed zinc site 200,NY,,44.33092,-75.26706,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Basin brine path,Zinc-lead (MVT and sedex),Rossie-Balmat-Edwards mining districts,"Production (1915-1980): 6,500,000 metric tons ore @11% Zn.",Resource (2003): estimated diluted recoverable reserve for Balmat-Edwards 4 million tons of ore at 12.9% Zn.,MRDS (2005); Dicken and others (2022),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10074401,,,,,,
ore-212,ore_site,Unnamed zinc site 212,NY,,44.26424,-75.4108,point,zinc,zinc,Ore Site,CM-recent producer+resources,6,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Basin brine path,Zinc-lead (MVT and sedex),Rossie-Balmat-Edwards mining districts,"Production for zinc: 23,814 metric tons in 2022; 21,546 t in 2021; 20,684 t in 2020; and 13,472 t in 2019, for a total of ~80,000 metric tons Zn.","Total resources (2020): 8,330,678 metric tons @10.434 % Zn.",Warren and others (2021),,,,,,,
ore-35,ore_site,Unnamed zinc site 35,NY,,44.25218,-75.39977,point,zinc,zinc,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Basin brine path,Zinc-lead (MVT and sedex),Rossie-Balmat-Edwards mining districts,"Production (#3 mine; 1952-2001): 5,700,000 metric tons @9% Zn; (#2 mine; 1930-2001): 17,800,000 metric tons @9% Zn; (#4 mine; 1965-2001): 9,400,000 metric tons @8% Zn.",Resource (2003): estimated diluted recoverable reserve for Balmat-Edwards is 4 million tons of ore @12.9% Zn.,MRDS (2005); Dicken and others (2022),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10082070,,,,,,
ore-477,ore_site,Unnamed gallium site 477,OK,,36.9834,-94.83357,point,gallium,"gallium, germanium, zinc",Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Basin brine path,Zinc-lead (MVT and sedex),Tri-State district,"Production (1948-1953): Zn; (1883-1953) Cu-Ag. District production: 498 Mst of ore, with 2.8 Mst Pb and 11.7 Mst Zn. Past minor production of Cd, Ge, and Ga as byproducts of Zn and Pb extraction.",Unknown.,MRDS (2005); Dicken and others (2022),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10026251,,,,,,
ore-142,ore_site,Unnamed chromium site 142,OR,,44.35096,-118.81467,point,chromium,chromium,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Mafic magmatic,Chromite,Blue Mountains province,"Production (1917-1918): 5,440 tons @30-33% Cr2O3.","Reserves (1956): 125,000 tons ore @23% Cr2O3. Resource estimate (1980): 113,000 metric tons @23% Cr2O3. Property dropped from evaluation in 1980.",MRDS (2005); Hundhausen and others (1956),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10298900,,,,,,
ore-201,ore_site,Unnamed chromium site 201,OR,,42.25776,-123.6628,point,chromium,"chromium, cobalt, nickel",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Chemical weathering,Nickel-cobalt laterite,Oregon Cyprus-type massive sulfide,None.,"Estimated resources (1975): 9,044,000 tonnes ore grading 0.04% Co, 0.56% Ni, and 0.93% Cr2O3; (1982) Identified resources 13,023,000 metric tons grading 1.1% Cr2O3.",Burger and others (2018); Lemons and others (1982),https://doi.org/10.5066/P9V74HIU,,,,,,
ore-307,ore_site,Unnamed chromium site 307,OR,,44.3536,-118.9224,point,chromium,chromium,Ore Site,CM-past producer+resources,5,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Mafic magmatic,Chromite,Blue Mountains province,"Production (1916-1918): 5,850 tons @32% Cr2O3.","Resource (1956): 75,000 tons ore @22% Cr2O3.",MRDS (2005); Hundhausen and others (1956),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10249977,,,,,,
ore-454,ore_site,Unnamed chromium site 454,OR,,43.252,-124.371,point,chromium,"chromium, zirconium",Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Placer,Zircon,Coastal Oregon beach placers,None.,"Proved reserves (2010): 8,682,378 short tons (7,876,500 metric tons) @7.5% chromite, 0.4% zircon, 21.5% heavy mineral sands, and 1.6% garnet. Indicated resources: 3,674,780 short tons @9.1% chromite. Inferred resources: 9,200,000 short tons @7.8% chromite.",Industrial Minerals Corporation Limited (2010),,,,,,,
ore-455,ore_site,Unnamed chromium site 455,OR,,42.36092,-123.77176,point,chromium,chromium,Ore Site,CM-past producer,1,1,1,0,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Mafic magmatic,Chromite,Klamath Mountains chromite,"Production (intermittent 1937-1958); 31,918 long tons ore.",Unknown.,MRDS (2005),https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10128659,,,,,,
ore-531,ore_site,Unnamed chromium site 531,OR,,42.0984,-123.7493,point,chromium,chromium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Mafic magmatic,Chromite,Klamath Mountains chromite,None.,"Resource (1982): 5,931,000 metric tons ore @1.5% Cr2O3.",Lemons and others (1982),,,,,,,
ore-677,ore_site,Unnamed chromium site 677,OR,,42.13899,-123.70309,point,chromium,chromium,Ore Site,CM resources,3,1,1,1,,,2024,USGS Critical mineral deposits of the United States v2.0,ScienceBase data release 10.5066/P9K1HBNT,Chemical weathering,Nickel-cobalt laterite,California-Oregon laterites,None.,"Resource (1982): 8,587,000 metric tons ore @1.3% Cr2O3.",Lemons and others (1982),,,,,,,
